Song Name,Lyrics
For No One - Remastered 2009,"Your day breaks, your mind aches
You find that all her words of kindness linger on
When she no longer needs you
She wakes up, she makes up
She takes her time and doesn't feel she has to hurry
She no longer needs you
And in her eyes, you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years
You want her, you need her
And yet you don't believe her
When she says her love is dead
You think she needs you
And in her eyes, you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years
You stay home, she goes out
She says that long ago she knew someone
But now he's gone, she doesn't need him
Your day breaks, your mind aches
There will be times when all the things she said will fill your head
You won't forget her
And in her eyes, you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years"
She Loves You - Mono / Remastered,"She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah, yeah
You think you've lost your love
Well, I saw her yesterday
It's you she's thinkin' of
And she told me what to say
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad
She said you hurt her so
She almost lost her mind
But now she says she knows
You're not the hurtin' kind
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad, ooh
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
With a love like that
You know you should be glad
You know it's up to you
I think it's only fair
Pride can hurt you, too
Apologize to her
Because she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad, ooh
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
With a love like that
You know you should be glad
With a love like that
You know you should be glad
With a love like that
You know you should be glad
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah"
Nowhere Man - Remastered 2009,"He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man please listen
You don't know what you're missing
Nowhere man, the world is at your command
He's as blind as he can be
Just sees what he wants to see
Nowhere man, can you see me at all
Nowhere man don't worry
Take your time, don't hurry
Leave it all 'til somebody else
Lends you a hand
Ah, la, la, la, la
Doesn't have a point of view
Knows not where he's going to
Isn't he a bit like you and me?
Nowhere man please listen
You don't know what you're missing
Nowhere man, The world is at your command
Ah, la, la, la, la
He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody
Making all his nowhere plans for nobody"
Eight Days A Week - Remastered 2009,"Ooh I need your love babe,
Guess you know it's true.
Hope you need my love babe,
Just like I need you.
Hold me, love me, hold me, love me.
Ain't got nothin' but love babe,
Eight days a week.
Love you ev'ry day girl,
Always on my mind.
One thing I can say girl,
Love you all the time.
Hold me, love me, hold me, love me.
Ain't got nothin' but love babe,
Eight days a week.
Eight days a week
I love you.
Eight days a week
Is not enough to show I care.
Ooh I need your love babe, ...
Eight days a week ...
Love you ev'ry ...
Eight days a week. Eight days a week. Eight days a week."
Across The Universe - Remastered 2009,"Words are flowing out like endless rain into a paper cup
They slither wildly as they slip away across the universe
Pools of sorrow, waves of joy are drifting through my opened mind
Possessing and caressing me
Jai guru deva, om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Images of broken light which dance before me like a million eyes
They call me on and on across the universe
Thoughts meander like a restless wind inside a letterbox they
They tumble blindly as they make their way across the universe
Jai guru deva, om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Sounds of laughter shades of life are ringing
Through my open ears inciting and inviting me
Limitless undying love which shines around me like a million suns
It calls me on and on across the universe
Jai guru deva, om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Jai guru deva
Jai guru deva
Jai guru deva
Jai guru deva
Jai guru deva
Jai guru deva"
With A Little Help From My Friends - Remastered 2009,"Billy Shears
What would you think if I sang out of tune?
Would you stand up and walk out on me?
Lend me your ears and I'll sing you a song
And I'll try not to sing out of key
Oh, I get by with a little help from my friends
Mm, I get high with a little help from my friends
Mm, gonna try with a little help from my friends
What do I do when my love is away?
Does it worry you to be alone?
How do I feel by the end of the day?
Are you sad because you're on your own?
No, I get by with a little help from my friends
Mm, get high with a little help from my friends
Mm, gonna try with a little help from my friends
Do you need anybody?
I need somebody to love
Could it be anybody?
I want somebody to love
Would you believe in a love at first sight?
Yes, I'm certain that it happens all the time
What do you see when you turn out the light?
I can't tell you, but I know it's mine
Oh, I get by with a little help from my friends
Mm, get high with a little help from my friends
Oh, I'm gonna try with a little help from my friends
Do you need anybody?
I just need someone to love
Could it be anybody?
I want somebody to love
Oh, I get by with a little help from my friends
Mm, gonna try with a little help from my friends
Oh, I get high with a little help from my friends
Yes, I get by with a little help from my friends
With a little help from my friends"
Oh! Darling - Remastered 2009,"Oh darling, please believe me
I'll never do you no harm
Believe me when I tell you
I'll never do you no harm
Oh darling, if you leave me
I'll never make it alone
Believe me when I beg you
Don't ever leave me alone
When you told me you didn't need me anymore
Well, you know I nearly broke down and cried
When you told me you didn't need me anymore
Well, you know I nearly broke down and died
Oh darling, if you leave me
I'll never make it alone
Believe me when I tell you
I'll never do you no harm
Believe me, darlin'
When you told me, woo, you didn't need me anymore
Well, you know I nearly broke down and cried
When you told me you didn't need me anymore
Well, you know I nearly fell down and died
Oh darling, please believe me
I'll never let you down
Oh, believe me, darlin'
Believe me when I tell you
I'll never do you no harm"
I Feel Fine - Remastered 2015,"Baby's good to me, you know
She's happy as can be, you know
She said so
I'm in love with her and I feel fine
Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine
I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)
That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine
I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)
That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
She's in love with me and I feel fine"
All You Need Is Love - Remastered 2009,"Love, love, love
Love, love, love
Love, love, love
There's nothin' you can do that can't be done
Nothin' you can sing that can't be sung
Nothin' you can say, but you can learn how to play the game
It's easy
Nothin' you can make that can't be made
No one you can save that can't be saved
Nothin' you can do, but you can learn how to be you in time
It's easy
All you need is love
All you need is love
All you need is love, love
Love is all you need
All you need is love
All you need is love
All you need is love, love
Love is all you need
There's nothin' you can know that isn't known
Nothin' you can see that isn't shown
There's nowhere you can be that isn't where you're meant to be
It's easy
All you need is love
All you need is love
All you need is love, love
Love is all you need
All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Yee-hay (love is all you need)
(Love is all you need)
(Love is all you need)
Yesterday
(Love is all you need)
Oh
Love is all you need
Love is all you need (oh yeah)
Love is all you need
(She loves you, yeah, yeah, yeah)
(She loves you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)
(Love is all you need)"
Lucy In The Sky With Diamonds - Remastered 2009,"Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes
Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ah
Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high
Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ah
Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly someone is there at the turnstile
The girl with the kaleidoscope eyes
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ah
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ah
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds"
Octopus's Garden - Remastered 2009,"I'd like to be
Under the sea
In an octopus' garden
In the shade
He'd let us in
Knows where we've been
In his octopus' garden
In the shade
I'd ask my friends
To come and see
An octopus' garden
With me
I'd like to be
Under the sea
In an octopus' garden
In the shade
We would be warm
Below the storm
In our little hideaway
Beneath the waves
Resting our head
On the seabed
In an octopus' garden
Near a cave
We would sing
And dance around
Because we know
We can't be found
I'd like to be
Under the sea
In an octopus' garden
In the shade
We would shout
And swim about
The coral that lies
Beneath the waves
(Lies beneath the ocean waves)
Oh what joy
For every girl and boy
Knowing they're happy
And they're safe
(Happy and they're safe)
We would be so happy
You and me
No one there to tell us
What to do
I'd like to be
Under the sea
In an octopus' garden
With you
In an octopus' garden
With you
In an octopus' garden
With you"
We Can Work It Out - Remastered 2015,Unavailable
Strawberry Fields Forever - Remastered 2009,"One, two, three, four
No one I think is in my tree
I mean, it must be high or low
That is, you can't, you know, tune in but it's all right
That is, I think it's not too bad
Let me take you down
'Cause I'm going to strawberry fields
Nothing is real
And nothing to get hung about
Strawberry fields forever
Living is easy with eyes closed
Misunderstanding all you see
It's getting hard to be someone but it all works out
It doesn't matter much to me
Let me take you down
'Cause I'm going to strawberry fields
Nothing is real
And nothing to get hung about
Strawberry fields forever
Always, no sometimes, think it's me
But you know I know when it's a dream
I think I know, I mean a... yes
But it's all wrong
That is, I think I disagree
Let me take you down
'Cause I'm going to strawberry fields
Nothing is real
And nothing to get hung about
Strawberry fields forever
Strawberry fields forever
Strawberry fields forever"
When I'm Sixty Four - Remastered 2009,Unavailable
If I Fell - Remastered 2009,"If I fell in love with you
Would you promise to be true
And help me
Understand
'Cause I've been in love before
And I found that love was more
Than just
Holding hands
If I give my heart
To you
I must be sure
From the very start
That you
Would love me more than her
If I trust in you
Oh please
Don't run and hide
If I love you too
Oh please
Don't hurt my pride like her
'Cause I couldn't stand the pain
And I
Would be sad
If our new love was in vain
So I hope you see
That I
Would love to love you
And that she
Will cry
When she learns we are two
'Cause I couldn't stand the pain
And I
Would be sad
If our new love was in vain
So I hope you see
That I
Would love to love you
And that she will cry
When she learns we are two
If I fell in love with you..."
Back In The U.S.S.R. - Remastered 2009,"Well, yeah
Woo!
Ooh
Flew in from Miami Beach B.O.A.C
Didn't get to bed last night
On the way the paper bag was on my knee
Man, I had a dreadful flight
I'm back in the U.S.S.R
You don't know how lucky you are, boy
Back in the U.S.S.R
Been away so long, I hardly knew the place
Gee, it's good to be back home
Leave it 'til tomorrow to unpack my case
Honey, disconnect the phone
I'm back in the U.S.S.R
You don't know how lucky you are, boy
Back in the U.S
Back in the U.S
Back in the U.S.S.R
Well
The Ukraine girls really knock me out
They leave the West behind
And Moscow girls make me sing and shout
That Georgia's always on
My, my, my, my, my, my, my, my, my mind
Oh, come on!
Woo! (Hey)
Woo! (Yeah)
Woo! (Yeah)
Hell, yeah
Hey, I'm back In the U.S.S.R
You don't know how lucky you are, boys
Back in the U.S.S.R
Well
The Ukraine girls really knock me out
They leave the West behind
And Moscow girls make me sing and shout
That Georgia's always on
My, my, my, my, my, my, my, my, my mind
Oh, show me 'round your snow-peaked mountains
Way down south
Take me to your daddy's farm
Let me hear your balalaikas ringing out
Come and keep your comrade warm
I'm back In the U.S.S.R
You don't know how lucky you are, boy
Back in the U.S.S.R
Oh, let me tell you, honey
Hey, I'm back
I'm back In the U.S.S.R
Hey, it's so good to be home
Yeah, back In the U.S.S.R"
Penny Lane - Remastered 2009,"Penny Lane, there is a barber showing photographs
Of every head he's had the pleasure to know
And all the people that come and go
Stop and say, ""Hello""
On the corner is a banker with a motorcar
And little children laugh at him behind his back
And the banker never wears a Mac in the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
Wet beneath the blue suburban skies
I sit and meanwhile back in
Penny Lane, there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine
Penny Lane, is in my ears and in my eyes
A four of fish and finger pies
In summer, meanwhile back
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway
Penny Lane, the barber shaves another customer
We see the banker sitting waiting for a trim
And then, the fireman rushes in from the pouring rain
Very strange
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane"
I've Just Seen A Face - Remastered 2009,Unavailable
