Song Name,Lyrics
Whatever It Takes,"Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling, it's vulturous
Negative, nepotist
Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Always had a fear of being typical
Looking at my body feeling miserable
Always hanging on to the visual
I wanna be invisible
Looking at my years like a martyrdom
Everybody needs to be a part of 'em
Never be enough, I'm the prodigal son
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Hypocritical, egotistical
Don't wanna be the parenthetical, hypothetical
Working onto something that I'm proud of, out of the box
An epoxy to the world and the vision we've lost
I'm an apostrophe
I'm just a symbol to remind you that there's more to see
I'm just a product of the system, a catastrophe
And yet a masterpiece, and yet I'm half-diseased
And when I am deceased
At least I go down to the grave and die happily
Leave the body and my soul to be a part of thee
I do what it takes
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes"
Wrecked,"Days pass by and my eyes stay dry, and I think that I'm okay
'Til I find myself in conversation, fading away
The way you smile, the way you walk
The time you took to teach me all that you had taught
Tell me, how am I supposed to move on?
These days I'm becoming everything that I hate
Wishing you were around but now it's too late
My mind is a place that I can't escape your ghost
Sometimes I wish that I could wish it all away
One more rainy day without you
Sometimes I wish that I could see you one more day
One more rainy day
Oh, I'm a wreck without you here
Yeah, I'm a wreck since you've been gone
I've tried to put this all behind me
I think I was wrecked all along
Yeah, I'm a wreck
They say that the time will heal it, the pain will go away
But everything, it reminds me of you and it comes in waves
Way you laugh when your shoulders shook
The time you took to teach me all that you had taught
Tell me, how am I supposed to move on?
These days I'm becoming everything that I hate
Wishing you were around but now it's too late
My mind is a place that I can't escape your ghost
Sometimes I wish that I could wish it all away
One more rainy day without you
Sometimes I wish that I could see you one more day
One more rainy day
Oh, I'm a wreck without you here
Yeah, I'm a wreck since you've been gone
I've tried to put this all behind me
I think I was wrecked all along
These days when I'm on the brink of the edge
Remember the words that you said
Remember the life you led
You'd say, ""Oh, suck it all up, don't get stuck in the mud
Thinkin' of things that you should have done""
I'll see you again, my loved one
I'll see you again, my loved one
Yeah, I'm a wreck
I'll see you again, my loved one
Yeah, I'm a wreck without you here (loved one)
Yeah, I'm a wreck since you've been gone (I'm a wreck since you've been gone)
I've tried to put this all behind me
I think I was wrecked all along (I'm a wreck)
Yeah, I'm a wreck
Sometimes I wish that I could wish it all away but I can't
One more rainy day without you (one more rainy day)
Sometimes I wish that I could see you one more day but I can't
One more rainy day"
On Top Of The World,"If you love somebody
Better tell them why they're here 'cause
They just may run away from you
You'll never know what went well
Then again it just depends on
How long of time is left for you
I've had the highest mountains
I've had the deepest rivers
You can have it all but not til you move it
Now take it in but don't look down
'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world
I've tried to cut these corners
Try to take the easy way out
I kept on falling short of something
I coulda gave up then but
Then again I couldn't have 'cause
I've traveled all this way for something
Now take it in but don't look down
'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world
'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
And I know it's hard when you're falling down
And it's a long way up when you hit the ground
Get up now, get up, get up now
And I know it's hard when you're falling down
And it's a long way up when you hit the ground
Get up now, get up, get up now
'Cause I'm on top of the world, 'ey
I'm on top of the world, 'ey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, 'ey
Been holding it in for a while, 'ey
Take it with me if I can
Been dreaming of this since a child
I'm on top of the world"
Warriors,"As a child, you would wait and watch from far away
But you always knew that you'd be the one
That work while they all play
In youth, you'd lay awake at night and scheme
Of all the things that you would change
But it was just a dream
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
From dust
Will come
When you will have to rise
Above the best and prove yourself
Your spirit never dies
Farewell, I've gone to take my throne above
But don't weep for me
'Cause this will be the labor of my love
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
From dust
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
Here we are, don't turn away now (don't turn away)
We are the warriors that built this town
From dust"
Follow You,"You know I got your number, number all night
I'm always on your team, I got your back alright
Taking those, taking those losses if it treats you right
I want to put you into the spotlight
If the world would only know what you've been holding back
Heart attacks every night
Oh, you know it's not right
I will follow you way down wherever you may go
I'll follow you way down to your deepest low
I'll always be around wherever life takes you
You know I'll follow you
Call you up, you've been cryin', cryin' all night
You're only disappointed in yourself, alright
Taking those, taking those losses if it treats you right
I wanna take you into the sunlight
If the world would only know what you've been holding back
Heart attacks every night
Oh, you know it's not right
I will follow you way down wherever you may go
I'll follow you way down to your deepest low
I'll always be around wherever life takes you
You know I'll follow you
Ba-da-da-da-da
Da-da-da-da-da
Ba-da-da-da-da
You know I'll follow you
La-da-da-da-da
Wherever life takes you, you know I'll follow you
You're not the type to give yourself enough love
She live her life, hand in a tight glove
I wish that I could fix it, I could fix it for you
But instead I'll be right here comin' through
(Right here, comin' through)
I will follow you way down wherever you may go
I'll follow you way down to your deepest low
I'll always be around wherever life takes you
You know I'll follow you
Ba-da-da-da-da
Da-da-da-da-da
Ba-da-da-da-da
You know I'll follow you
La-da-da-da-da
Wherever life takes you, you know I'll follow you"
Symphony,"Ever since I's young (coming up, coming up)
Always marching to a drum (bra da dum, bra da dum)
Always focused on me (one one, one one)
Now I wish that I could hold someone (someone)
So tell my mom I love her, call my baby sister
Should've hug and kissed her
'Cause life is just a mystery
And it's gone before you know it
So if you love me, won't you show it? Oh
'Cause this life is one big symphony
This night is one for you and me
I'm the strings and you're the timpani
You're my constant tambourine
This life is one big symphony
So glad I've got you next to me
I'm the chords and you're the melody
This life's one big symphony
She was the piano, I'm the xylophone
You can have the trumpet, I'm the saxophone
Life a skipping rope (keep going, keep going)
Finding solace in a note (dote dote, dote dote)
Had to struggle when I's broke (so low, so low)
Writing music just to cope (no hope, no hope)
Yeah, life is just perspective
Laughing when you've wrecked it
Smiling when you kept it together
You weathered the storm
At the end of the play, you sang all the way
Doesn't matter how off-key
If you did it your way
This life is one big symphony
This night is one for you and me
I'm the strings and you're the timpani
You're my constant tambourine
This life is one big symphony
So glad I've got you next to me
I'm the chords and you're the melody
This life's one big symphony
Would you care if I played you the flute?
See, it's my favorite one because it's so delicate and beautiful
I pull out the trombone if it's more suitable
Wanna make you smile
It's been a little while since I've seen the white of your teeth
Been a hard year
Lucky the guitar's here
Life is just one big symphony
'Cause this life is one big symphony
This night is one for you and me
I'm the strings and you're the timpani
You're my constant tambourine
This life is one big symphony
So glad I've got you next to me
I'm the chords and you're the melody
This life's one big symphony"
Birds,"Two hearts, one valve
Pumpin' the blood, we were the flood
We were the body and
Two lives, one life
Stickin' it out, lettin' you down
Makin' it right
Seasons, they will change
Life will make you grow
Dreams will make you cry, cry, cry
Everything is temporary
Everything will slide
Love will never die, die, die
I know that, ooh, birds fly in different directions
Ooh, I hope to see you again
Sunsets, sunrises
Livin' the dream, watchin' the leaves
Changin' the seasons
Some nights I think of you
Relivin' the past, wishin' it'd last
Wishin' and dreamin'
Seasons, they will change
Life will make you grow
Death can make you hard, hard, hard
Everything is temporary
Everything will slide
Love will never die, die, die
I know that, ooh, birds fly in different directions
Ooh, I hope to see you again
Ooh, birds fly in different direction
Ooh, so fly high, so fly high
When the moon is lookin' down
Shinin' light upon your ground
I'm flyin' up to let you see
That the shadow cast is me
I know that, ooh, birds fly in different directions
Ooh, I hope to see you again
Ooh, birds fly in different directions
Ooh, so fly high, so fly high
Ooh, so fly high, so fly high
Ooh, so fly high, so fly high"
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","I torture you
Take my hand through the flames
I torture you
I'm a slave to your games
I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain
I'm a sucker for pain
I got the squad tatted on me from my neck to my ankles
Pressure from the man got us all in rebellion
We gon' go to war, yeah, without failure
Do it for the fam, dog, ten toes down, dog
Love and the loyalty that's what we stand for
Alienated by society, all this pressure give me anxiety
Walk slow through the fire
Like, who gon' try us?
Feeling the world go against us
So we put the world on our shoulder
I torture you
Take my hand through the flames
I torture you
I'm a slave to your games
I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain
I been at it with my homies
It don't matter, you don't know me
I been rolling with my team, we the illest on the scene
I been riding 'round the city with my squad
I been riding 'round the city with my squad
We just posted, getting crazy, living like this is so amazing
Hold up take a step back, when we roll up, cause I know what
We been loyal, we been fam, we the ones you trust in
Won't hesitate to go straight to your head like a concussion
I know I been busting, no discussion for my family
No hesitation, through my scope I see my enemy
Like what's up? Hold up, we finna re-load up
Yes I re-load up, I know what up, I know what up
I torture you
Take my hand through the flames
I torture you
I'm a slave to your games
I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain
I'm devoted to destruction
A full dosage of detrimental dysfunction
I'm dying slow but the devil tryna rush me
See I'm a fool for pain, I'm a dummy
Might cut my head off right after I slit my throat
Tongue kiss a shark, got jealous bitches up in the boat
Eating peanut butter and jelly fishes on toast
And if I get stung I get stoked, might choke
Like I chewed a chunk of charcoal
Naked in the North Pole
That's why my heart cold, full of sorrow, the lost soul
And only Lord knows when I'm coming to the crossroads
So I don't fear sh! t but tomorrow
And I'm a sucker for pain, it ain't nothing but pain
You just fvcking complain, you ain't tough as you claim
Just stay up in your lane, just don't fvck with Lil Wayne
I'mma jump from a plane or stand in front of a train
Cause I'm a sucker for pain
Used to doing bad, now we feel like we just now getting it
Ain't got no other way so we started and finished it
No pain, no gain
Never stand down, made our own way
Never going slow, we pick up the pace
This is what we wanted from a young age
No emotion, that's what business is
Lord have mercy on the witnesses
I torture you
Take my hand through the flames
I torture you
I'm just a sucker for pain
More pain
Got me begging, begging, begging, begging, begging, begging
For more pain
Got me begging, begging, begging, begging, begging, begging
For more pain
Got me begging, begging, begging, begging, begging, begging
For more pain"
Shots - Broiler Remix,"I'm sorry for everything, oh, everything I've done
Am I out of touch? Am I out of my place?
When I keep saying that I'm looking for an empty space
Oh, I'm wishin' you're here but I'm wishin' you're gone
I can't have you, and I'm only gonna do you wrong
Oh, I'm gonna mess this up
Oh, this is just my luck
Over and over and over again
I'm sorry for everything, oh, everything I've done
From the second that I was born, it seems I had a loaded gun
And then I shot, shot, shot a hole through everything I loved
Oh, I shot, shot, shot a hole through every single thing that I loved
Am I out of luck? Am I waiting to break?
When I keep saying that I'm looking for a way to escape
Oh, I'm wishing I had what I'd taken for granted
I can't have you when I'm only gonna do you wrong
Oh, I'm gonna mess this up
Oh, this is just my luck
Over and over and over again
I'm sorry for everything, oh, everything I've done
From the second that I was born, it seems I had a loaded gun
And then I shot, shot, shot a hole through everything I loved
Oh, I shot, shot, shot a hole through every single thing that I loved
In the meantime, we let it go
At the roadside we used to know
We can let this drift away
Oh, we let this drift away
At the bay side, we used to show
In the moonlight, we let it go
We can let this drift away
Oh, we let this drift away
And there's always time to change your mind
Oh, there's always time to change your mind
Oh, love, can you hear me?
Oh, let it drift away
I'm sorry for everything, oh, everything I've done
From the second that I was born, it seems I had a loaded gun
And then I shot, shot, shot a hole through everything I loved
Oh, I shot, shot, shot a hole through every single thing that I loved
In the meantime, we let it go
At the roadside we used to know
We can let this drift away
Oh, we let this drift away
At the bay side, we used to show
In the moonlight, we let it go
We can let this drift away
Oh, we let this drift away (let me make it up to you)
And there's always time to change your mind
Oh, there's always time to change your mind
Oh, love, can you hear me?
Oh, let it drift away"
I Don't Like Myself,"One day, I'll change my ways
'Til then I'm stuck in this space
Shut down and hiding my face
Tuned out and losing my faith
Stand up, tired of being a victim
You only on the outs if you with 'em
Only hurts if you give 'em credence (uh)
Give 'em reasons (uh)
They're not better than you
They're just a figment of imagination
There are times when I don't like myself
I believe all the things that they say about me
I wanna love myself, just like everyone else
But there are times when I don't like myself
This life is beating me down
But karma is coming around
Tongue-tied, and you got the best of me
A nightmare that's filling my dreams
Stand up, tired of being a victim
You only on the outs if you with 'em
Only hurts if you give 'em credence (uh)
Give 'em reasons (uh)
They're not better than you
They're just a figment of imagination
There are times when I don't like myself (there are times)
I believe all the things that they say about me (about me)
I wanna love myself, just like everyone else
But there are times when I don't like myself
I, da-da, da-da, I don't like myself
I, da-da, da-da, I don't like myself
I'll walk through fire for this
I will be the one to turn this car around
'Cause it's headed for disaster
No happily ever after
And I've got so much more to live for
Than what you think of me
There are times when I don't like myself (there are times)
I believe all the things that they say about me (about me)
I wanna love myself, just like everyone else
But there are times when I don't like myself
I, da-da, da-da, I don't like myself
I, da-da, da-da, I don't like myself
I, da-da, da-da-da, I don't (I, da) li-li-li-li-like myself
I, da, like myself
I, da, like myself
I, da, like myself"
