Song Name,Lyrics
One Sweet Day,Unavailable
Obsessed,"All up in the blogs
Saying we met at the bar
When I don't even know who you are
Saying we up in your house
Saying I'm up in your car
But you in LA and I'm out at Jermaine's
I'm up in the A
You so so lame
And no one here even mentions your name
It must be the weed, it must be the E
'Cause you've beem popping hood
You get it popping
Oh, why you so obsessed with me (boy, I wanna know)
Lying that you're sexing me (when everybody knows)
It's clear that you're upset with me
Finally found a girl that you couldn't impress
Last man on the earth still couldn't hit this
You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo', you're confused you know
Why you're wasting your time?
Got you all fired up with your Napoleon complex
Seeing right through you like you're bathing in Windex
Oh, oh, oh boy why you so obsessed with me?
So, oh, oh, oh, oh
So, oh, oh, oh, oh (and all my ladies says)
So, oh, oh, oh, oh
So, oh, oh, oh, oh (and all my girls says)
You on your job
You hating hard
Ain't gon' feed you
I'm gonna let you starve
Gasping for air
I'm ventilation
You out of breath
Hope you ain't waiting
Telling the world how much you miss me
But we never were
So why you trippin'?
You a mom and pop
I'm a corporation
I'm the press conference
You a conversation
Oh, why you so obsessed with me (and boy I wanna know)
Lying that you're sexing me (when everybody knows)
It's clear that you're upset with me (oh, oh, oh)
Finally found a girl that you couldn't impress
Last man on the earth still couldn't hit this
You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo, you're confused, you know
Why you wasting your time?
Got you all fired up with your Napoleon complex
Seeing right through you like you're bathing in Windex
Oh, oh, oh, boy why you so obsessed with me
Ah, oh why you so obsessed with me?
(All up in my George Foreman)
Boy, I wanna know
Lying that you're sexing me
(Lying that you're sexing me)
When everybody knows
It's clear that you're upset with me
Oh, oh, oh"
I Know What You Want (feat. Flipmode Squad),"Yeah
Shawty, I know what you need
I got everything you need
I promise I ain't gonna hold out neither
I'ma give it all to you baby
It's burnin' on, bust it
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
We been together for a few years, shared a few tears
Called each other nicknames like Sugar Plum and Poo Bear
I'm always on the road, hardly ever home
Always busy this, busy that, can't talk on the phone
I know you aggravated, walk around frustrated
Ya patience gettin' short, how much longer can you tolerate it
Listen ma I'm just motivated, I do this for us
Step on the grind tryin' to elevate it now
Hey yo to really be honest
You stuck with me through my whole struggle
Can't even express through words
How much the kid loves ya
I'ma stand as a man, never above ya
I can tell that you different from most
Slightly approach you
And the ill shit about it?
We don't sex every day
But when we sex, we tease
In a passionate way
I love the way you touch it
Those little elaborate ways
Got the God feelin' released
To relax for the day
It's on you ma
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Shh, mami listen
I feel ya love for me baby
And how it move through you
I been longin' for the moment
To talk the truth to you
(Listen) I'm never home
I always get up and go
Puttin' you through the unnecessary rigmarole
I never meant to put a thousand pounds
Of stress on ya head
I love the way we sleep
And how we always cuddle in bed
Baby, I stay embracin' ya patience
Sheddin' ya tears with me
I ask you my mami
Please continue to bear with me
We started out broke
Constantly on a roll
Cuttin' up in the streets like we would never get old
Went from looseys and buses to 50 cent sodas
And Novas to Hondas to Lexus to Rovers
Mad years passed
Still got each other back (Oh yeah)
Word is bond, never screw none of these industry cats (Boy)
We like Scull and Mulder
Walkin' shoulder to shoulder
Milkin' this game, watchin' our seeds gettin' older
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Yes you know I'll die for you
And you know I'll ride with you
I will always try with you
And give ya my love and cry with you
I will climb a mountain high
Until I was up to touch the sky
So baby come and get more close to me (Mariah)
'Cause this is where your love is supposed to be
I pull up to the house in a yellow Lamborghini
It's been a few months in PA you haven't seen me
Ya lookin' good in that Gucci bikini
38 carats, ya ring lookin' freezy
No matter what I do in the world, you never leave me
Fall back ma, I'll make ya lifestyle easy
I appreciate the things you do to please me
Lookin' at my daughter, you'll never do me greasy
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it
Baby, if you give it to me, I'll give it to you
I know what you want, you know I got it
Baby, if you give it to me, I'll give it to you
As long as you want, you know I got it"
I Stay In Love,Unavailable
Heartbreaker (feat. Jay-Z),Unavailable
Angels Cry Remix - Remix,"I shouldn't have walked away
I would've stayed if you'd say
We could've made everything okay, but we just
Threw the blame back and forth, we treated love like a sport
The final blow hit so low, I'm still on the ground
I couldn't have prepared myself for this fall
Shattered in pieces, curled on the floor
Super natural love conquers all, remember we
Used to touch the sky
And lighting don't strike
The same place twice, when you and I
Said goodbye I felt the angels cry
True love's a gift,
But we let it drift in a storm
Every night I feel the angels cry
C'mon babe, can't our love be revived?
Bring it back and we gon' make it right
I'm on the edge, just tryin' to survive
As the angels cry
Limitless omnipresent, kind of love
Couldn't have guessed it would just stop and disappear
In a whirlwind
Here I am walkin' on this narrow rope wobbling
But won't let go, waitin' for a glimpse of the sun's glow
I know I can stand just pull me back up
Like there ain't no hurricane it's just us
I'm willing to live and die for our love
Baby, we can get back that shine
'Cause lighting don't strike, the same place twice
When you and i, said goodbye, I felt the angels cry
'Cause true love's a gift, but we let it drift, in a storm
Every night, I feel the angels cry
C'mon babe, can't our love be revived
Bring it back and we gon' make it right
I'm on the edge, just tryin' to survive
As the angels cry
Baby, I'm missin' you, don't allow love to lose (don't let our love)
We gotta ride it through
I'm reaching for you (baby I'm missin' you)
Baby, I'm missin' you, don't allow love to lose (you can)
We gotta ride it through, (we gotta ride it)
I'm reaching for you (and I'm gonna say)
Ou lighting don't strike, the same place twice
You and i, said goodbye, felt the angels cry
'Cause true love's a gift, we let it slip, in a storm
Every night, I feel the angels cry
Oh babe don't let the angels cry"
Emotions,"You've got me feeling emotions
Deeper than I've ever dreamed of
You've got me feeling emotions
Higher than the heavens above
I feel good
I feel nice
I've never felt so satisfied
I'm in love
I'm alive
Intoxicated
Flying high
It feels like a dream
When you touch me tenderly
I don't know if it's real
But I like the way I feel inside
You've got me feeling emotions
Deeper than I've ever dreamed of
You've got me feeling emotions
Higher than the heavens above
In the morning when I rise
You are the first thing on my mind
And in the middle of the night
I feel your heartbeat next to mine
It feels like a dream
When you love me tenderly
I don't know if you're for real
But I like the way I feel inside
You've got me feeling emotions
Deeper than I've ever dreamed of
You've got me feeling emotions
Higher than the heavens above
You've got me feeling emotions
Deeper than I've ever dreamed of
You've got me feeling emotions
Higher than the heavens above
You know the way to make me lose control
When you're looking into my eyes
You make me feel so high
You've got me feeling emotions
Deeper than I've ever dreamed of
You've got me feeling emotions
Higher than the heavens above
You've got me feeling emotions, yes you do
You've got me feeling emotions, yeah
You've got me feeling higher"
Bye Bye,"This is for my people who just lost somebody
Your best friend, your baby, your man or your lady
Put your hand way up high
We won't never say bye (no, no, no)
Mamas, daddies, sisters, brothers, friends and cousins
This is for my people who lost their grandmothers
Lift your head to the sky
'Cause we won't never say bye
As a child, there were the times
I didn't get it, but you kept me alive
I didn't know why you didn't show up sometimes on Sunday mornings
And I missed you, but I'm glad we talked through
All them grown folk things' separation brings
You never let me know it, you never let it show because you loved me and obviously
There's so much more left to say if you were with me today, face to face
I never knew I could hurt like this
And everyday life goes on, I wish I could talk to you for a while
Miss you, but I try not to cry
As time goes by
And it's true that you've reached the better place
Still, I'd give the world to see your face
And be right here next to you
But it's like you've gone too soon and the hardest thing to do is say bye
Bye, bye bye, bye bye, bye bye
Bye bye, bye bye, bye bye
Bye bye, bye bye, bye bye
Bye bye
And you never got a chance to see how good I've done
And you never got to see me back at number one
I wish that you were here to celebrate together
I wish that we could spend the holidays together
I remember when you used to tuck me in at night
With the teddy bear you gave me that I held so tight
I thought you were so strong you'd make it through whatever
It's so hard to accept the fact you're gone forever
I never knew I could hurt like this
And everyday life goes on, I wish I could talk to you for a while
Miss you, but I try not to cry
As time goes by
And it's true that you've reached the better place
Still, I'd give the world to see your face
And be right here next to you
But it's like you've gone too soon and the hardest thing to do is say bye
Bye, bye bye, bye bye, bye bye (hardest thing to say bye)
Bye bye, bye bye, bye bye
Bye bye, bye bye, bye bye (bye)
Bye bye (bye bye)
This is for my people who just lost somebody
Your best friend, your baby, your man or your lady
Put your hand way up high
We won't never say bye (no, no, no)
Mamas, daddies, sisters, brothers, friends and cousins
This is for my people who lost their grandmothers
Lift your head to the sky
'Cause we won't never say bye bye
Never knew I could hurt like this (I never knew it)
Every day life goes on, I wish I could talk to you for a while
Miss you, but I try not to cry
As time goes by
And it's true that you've reached the better place
Still, I'd give the world to see your face
And be right here next to you
And the hardest thing to do is say bye bye (bye bye, bye bye, bye bye)
It's hard to say bye bye, bye bye, bye bye (bye bye, bye bye, bye bye)
So come on, somebody sing it with me
Wave your hands up high, hey (bye bye, bye bye, bye bye)
'Cause this is for my people who just lost somebody (bye bye, bye bye, bye bye)
(Bye bye, bye bye, bye bye) So this is for everybody
(Bye bye, bye bye, bye bye) Just kept your head to the sky
(Bye, bye) We won't never say bye bye"
Thank God I Found You (feat. Joe & 98°),"I would give up everything
Before I'd separate myself from you
After so much suffering
I finally found unvarnished truth
I was all by myself for the longest time
So cold inside
And the hurt from the heartache would not subside
I felt like dying
Until you saved my life
Thank God I found you (Yeah yeah)
I was lost without you (I was lost)
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
'Cause baby I'm so thankful I found you
I will give you everything (Everything)
There's nothing in this world I wouldn't do (Oh no)
To ensure your happiness
I'll cherish every part of you
'Cause without you beside me I can't survive
Don't wanna try (I don't wanna try)
If you keeping me warm each and every night
I'll be alright
'Cause I need you in my life
Thank God I found you (I'm thanking you)
I was lost without you (So lost without you)
My every wish and every dream (Every wish, every dream)
Somehow became reality
When you brought the sunlight (Brought the sunlight)
Completed my whole life (Completed)
I'm overwhelmed with gratitude (Overwhelmed with gratitude)
'Cause baby I'm so thankful I found you
See I was so desolate before you came to me
Looking back (Looking back)
I guess it shows that we were destined
To shine over the rain to appreciate
The gift of what we have
And I'd go through it all over again
To be able to feel
This way (This way)
Oh, thank God I found you (Yeah yeah)
I was lost without you (Lost without you baby)
My every wish and every dream (And every dream)
Somehow became reality
When you brought the sunlight (Brought the light)
Completed my whole life (My whole life)
I'm overwhelmed with gratitude
See baby I'm so thankful I found you
Oh, thank God I found you
I was lost without you
I'm overwhelmed with gratitude (So overwhelmed)
My baby I'm so thankful I found
You, you
I'm overwhelmed with gratitude
My baby I'm so thankful I found (I found you)
You"
Dreamlover,"I need a lover to give me
The kind of love that would last always
I need somebody uplifting
To take me away
I want a lover who knows me
Who understands how I feel inside
Someone to comfort and hold me
Through the long lonely nights
Till the dawn
Why don't you take me away
Dream lover come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around
'Cause I wanna share forever with you baby
I don't want another pretender
To disillusion me one more time
Whispering words of forever
Playing with my mind
I need someone to hold on to
The kind of love that won't fly away
I just want someone to belong to everyday of my life
Always
So come and take me away
Dream lover come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around
'Cause I wanna share forever with you baby
Baby come and take me away
Dream lover come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around
'Cause I wanna share forever with you baby
Dream lover come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around
'Cause I wanna share forever with you baby"
Shake It Off,"Ooh, ooh
Ooh, ooh
Ooh, ooh
Everybody just
Everybody just bounce, bounce
Check it out
Ooh, ooh
Ooh, ooh
Ooh, ooh
Everybody just
Everybody just bounce, bounce
'Cause the lovin' ain't the same and you keep on playing games
Like you know I'm here to stay
(I gotta shake, shake you off)
Just like the Calgon commercial, I
Really gotta get up outta here
And go somewhere
(I gotta shake you off)
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy, I gotta (shake, shake you off)
Gotta do what's best for me
Baby, and that means I gotta
(Shake you off)
By the time you get this message, it's gonna be too late
So don't bother paging me 'cause I'll be on my way
See, I grabbed all my diamonds and clothes
Just ask your momma she knows
You're gonna miss me, baby
Hate to say I told you so
Well, at first I didn't know, but now it's clear to me
You would cheat with all your freaks and lie compulsively
So I packed up my Louis Vuitton
Jumped in your ride and took off
You'll never ever find a girl who loves you more than me
'Cause the loving ain't the same and you keep on playing games
Like you know I'm here to stay
(I gotta shake, shake you off)
Just like the Calgon commercial, I
Really gotta get up outta here
And go somewhere
(I gotta shake you off)
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy, I gotta (shake, shake you off)
Gotta do what's best for me
Baby, and that means I gotta
(Shake you off)
Shake, shake, shake, shake, shake it off
Shake, shake, shake, shake, shake it off
(I'm gonna shake it off)
Shake, shake, shake, shake, shake it off
Shake, shake, shake, shake, shake it off
I found out about a gang of your dirty little deeds
With this one and that one by the pool
On the beach, in the streets
Heard y'all was
Hold up my phone's breakin' up
I'ma hang up and call the machine right back
I gotta get this off of my mind
You wasn't worth my time
So I'm leaving you behind
Yeah, 'cause I need a real love in my life
Save this recording because
I'm never coming back home
Baby, I'm gone, don't ya know?
'Cause the loving ain't the same and you keep on playing games
Like you know I'm here to stay
(I gotta shake, shake you off)
Just like the Calgon commercial, I
Really gotta get up outta here
And go somewhere
(I gotta shake you off)
Gotta make that move
Find somebody who
Appreciates all the love I give
Boy, I gotta (shake, shake you off)
Gotta do what's best for me
Baby, and that means I gotta
(Shake you off)
Shake, shake, shake, shake, shake it off
Shake, shake, shake, shake, shake it off
(I'm gonna shake it off)
Shake, shake, shake, shake, shake it off
Shake, shake, shake, shake, shake it off
I just gotta shake it off
'Cause the loving ain't the same and you keep on playing games
Like you know I'm here to stay
(I gotta shake, shake you off)
Just like the Calgon commercial
I really gotta get up outta here
And go somewhere
(I gotta shake you off)
Gotta make that move
Find somebody who
Appreciates all the love I give (I like that, y'all)
I gotta shake, shake it off
Gotta do what's best for me
Baby, and that means I gotta
Shake it off (Shake you off)
I gotta shake you off (Ooh, ooh, ooh)
(Everybody just, everybody just bounce, bounce)
I gotta shake, shake you off (Ooh, ooh, ooh)
(Everybody just, everybody just bounce, bounce)
I gotta shake you off"
Vision of Love,"Treated me kind
Sweet destiny
Carried me through desperation
To the one that was waiting for me
It took so long
Still I believed
Somehow the one that I needed
Would find me eventually
I had a vision of love
And it was all that you've given to me
Prayed through the nights
Felt so alone
Suffered from alienation
Carried the weight on my own
Had to be strong
So I believed
And now I know I've succeeded
In finding the place I conceived
I had a vision of love
And it was all that you've given to me
I had a vision of love
And it was all that you've given me
I've realized a dream
And I visualized
The love that came to be
Feel so alive
I'm so thankful that I've received
The answer that heaven has sent down to me
You treated me kind (yeah)
Sweet destiny (and you know that you did)
And I'll be eternally grateful
Holding you so close to me (prayed through the night)
Prayed through the nights (so faithfully)
So faithfully (faithfully)
Knowing the one that I needed
Would find me eventually (he would find me)
I had a vision of love
And it was all that you've given to me
I had a vision of love
And it was all that you turned out to be, yeah, mmm"
Against All Odds (Take A Look at Me Now) - Mariah Only,"How can I just let you walk away,
Just let you leave without a trace?
When I stand here taking every breath with you, ooh
You're the only one who really knew me at all
How can you just walk away from me
When all I can do is watch you leave?
'Cause we've shared the laughter and the pain
And even shared the tears
You're the only one who really knew me at all
So take a look at me now
'Cause there's just an empty space
And there's nothing left here to remind me
Just the memory of your face
Take a look at me now
Well there's just an empty space
And you coming back to me is against the odds
And that's what I've got to face, oh
I wish I could just make you turn around
Turn around and see me cry
There's so much I need to say to you
So many reasons why
You're the only one who really knew me at all
So take a look at me now
Well there's just an empty space
And there's nothing left here to remind me
Just the memory of your face
Take a look at me now
See there's just an empty space
But to wait for you is all I can do
And that's what I've got to face
Take a good look at me now
'Cause I'll still be standing here
And you coming back to me is against all odds
That's the chance I've gotta take
Take a look at me now
Take a look at me now
Take a look at me now"
Honey,Unavailable
Through The Rain,"When you get caught in the rain
With nowhere to run
When you're distraught and in pain
Without anyone
When you keep crying out to be saved
But nobody comes
And you feel so far away
That you just can't find your way home
You can get there alone
It's okay, once you say
I can make it through the rain
I can stand up once again
On my own and I know
That I'm strong enough to mend
And every time I feel afraid
I hold tighter to my faith
And I live one more day
And I make it through the rain
And if you keep falling down
Don't you dare give in
You will arise safe and sound
So keep pressing on steadfastly
And you'll find what you need to prevail
Once you say
I can make it through the rain
I can stand up once again
On my own and I know
That I'm strong enough to mend
And every time I feel afraid
I hold tighter to my faith
And I live one more day
And I make it through the rain
And when the wind blows
As shadows grow close
Don't be afraid
There's nothing you can't face
And should they tell you
You'll never pull through
Don't hesitate
Stand tall and say
I can make it through the rain
I can stand up once again
On my own and I know
That I'm strong enough to mend
And every time I feel afraid
I hold tighter to my faith
And I live one more day
And I'll make it through the rain
I can make it through the rain
And stand up once again
And I live one more day, and I
I can make it through the rain
Oh yes, you can
You're gonna make it through the rain"
"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",Unavailable
